Date,Time,Latitude(N),Longitude(E),Depth(km),MD,ML,Mw,Location
2023.02.08,14:52:05,38.0082,37.9027,11.9,,3.5,3.5,HUDUTKOY-DOGANSEHIR
2023.02.08,14:55:03,38.0258,37.4772,4.1,,2.0,,TATLAR-NURHAK
2023.02.08,14:57:22,38.112,36.6213,5.0,,3.7,,KANLIKAVAK-GOKSUN
2023.02.08,15:02:57,37.9928,37.4893,21.9,,1.9,,KULLAR-NURHAK
2023.02.08,15:07:20,37.778,37.2892,15.2,,2.4,,CAGLAYANCERIT
2023.02.08,15:11:54,38.818,37.4012,5.0,,3.9,,KULAHLI-GURUN
2023.02.08,15:16:27,37.7907,37.935,7.1,,3.2,,TUT
2023.02.08,15:21:10,37.174,37.0048,0.0,,2.5,,ATALAR-SEHITKAMIL
2023.02.08,15:25:23,37.394,36.8938,6.4,,2.3,,GOLLUHUYUK-TURKOGLU
2023.02.08,15:27:18,37.2653,36.9198,1.0,,2.1,,NAIMLER-NURDAGI
2023.02.08,15:30:05,37.9932,38.1727,5.0,,3.4,3.4,KAVAK-(ADIYAMAN)
2023.02.08,15:32:16,37.1915,37.0138,5.0,,2.4,,ATALAR-SEHITKAMIL
2023.02.08,15:33:04,39.5815,26.0012,6.3,,2.1,,GULPINAR
2023.02.08,15:33:08,37.478,37.1412,9.5,,2.5,,DOGANLIKARAHASAN-PAZARCIK
2023.02.08,15:38:00,38.1075,36.6863,7.6,,3.6,3.6,KARAOMER-GOKSUN
2023.02.08,15:41:12,37.5408,37.3102,6.1,,3.2,3.2,SAHINTEPE-PAZARCIK
2023.02.08,15:45:28,37.3283,37.077,9.5,,2.9,,EMIROGLU-PAZARCIK
2023.02.08,15:48:10,38.2443,38.11,5.6,,2.4,,GORGU-YESILYURT
2023.02.08,15:48:57,38.8625,37.5245,109.9,,2.2,,YESILDERE-GURUN
2023.02.08,15:51:46,37.3378,37.1025,6.7,,2.6,,SARIERIK-PAZARCIK
2023.02.08,15:53:59,38.0603,36.6913,5.1,,2.4,,FINDIK-GOKSUN
2023.02.08,15:56:23,38.1128,38.4633,5.2,,3.0,,AKSU-SINCIK
2023.02.08,15:59:07,37.9867,38.049,13.1,,2.9,,GUZELKOY-DOGANSEHIR
2023.02.08,16:02:25,38.1078,38.0662,22.7,,2.8,,ESKIKOY-DOGANSEHIR
2023.02.08,16:06:10,38.0685,36.6547,19.6,,2.9,,GUCUKSU-GOKSUN
2023.02.08,16:06:31,37.9315,37.637,8.6,,3.4,3.2,HAMZALAR-GOLBASI
2023.02.08,16:10:17,37.5893,33.0077,5.6,,3.0,,TURKMENKARAHUYUK-CUMRA
2023.02.08,16:12:44,38.075,36.619,10.6,,3.5,3.3,HACIOMER-GOKSUN
2023.02.08,16:14:15,38.0783,36.5852,7.8,,3.5,3.3,YAGMURLU-GOKSUN
2023.02.08,16:18:44,38.094,36.5917,5.0,,3.2,2.9,YAGMURLU-GOKSUN
2023.02.08,16:22:45,37.9945,38.2093,2.6,,3.7,3.8,MESTAN-(ADIYAMAN)
2023.02.08,16:29:28,36.319,35.985,3.4,,3.7,,KARAGOZ-ARSUZ
2023.02.08,16:31:28,38.0633,36.6648,5.1,,4.0,,GUCUKSU-GOKSUN
2023.02.08,16:33:20,38.1143,37.7533,5.0,,3.5,,FINDIKKOY-DOGANSEHIR
2023.02.08,16:36:00,37.1682,36.6922,9.3,,2.6,,GOKCEDERE-NURDAGI
2023.02.08,16:36:51,37.795,37.9298,5.0,,2.9,,TUT
2023.02.08,16:37:45,38.0563,37.4052,6.4,,3.0,,AGCASAR-NURHAK
2023.02.08,16:39:35,37.507,37.0193,6.9,,2.1,,GUZELYURT-(KAHRAMANMARAS)
2023.02.08,16:41:21,37.3858,37.0717,8.1,,2.1,,HALKACAYIRI-(KAHRAMANMARAS)
2023.02.08,16:47:24,38.0643,37.184,8.8,,2.7,,EKINOZU
2023.02.08,16:51:26,38.0733,37.6217,7.1,,2.4,,GOVDELI-DOGANSEHIR
2023.02.08,16:53:56,37.4097,37.1432,12.3,,2.3,,DOGANLI-PAZARCIK
2023.02.08,16:56:52,36.176,36.2757,10.3,,3.4,3.5,ATAYURDU-ALTINOZU
2023.02.08,16:58:15,37.444,37.0932,13.7,,2.7,,DENIZLI-PAZARCIK
2023.02.08,16:59:47,38.1132,36.3242,10.2,,2.3,,KIRAZLIYURT-TUFANBEYLI
2023.02.08,17:03:55,37.9685,38.224,5.4,,3.3,,MESTAN-(ADIYAMAN)
2023.02.08,17:09:39,37.9748,37.5967,5.0,,3.6,3.6,GOVDELI-DOGANSEHIR
2023.02.08,17:12:16,38.1343,37.9615,10.1,,2.6,,KELHALIL-DOGANSEHIR
2023.02.08,17:15:04,37.9928,36.599,10.4,,2.7,2.8,KARAAHMET-GOKSUN
2023.02.08,17:17:21,38.0987,36.6445,7.2,,2.6,,KANLIKAVAK-GOKSUN
2023.02.08,17:20:25,37.9922,37.3845,13.0,,5.0,4.9,BARIS-NURHAK
2023.02.08,17:24:48,37.9525,36.5287,5.5,,2.2,,GOLPINAR-GOKSUN
2023.02.08,17:26:51,38.0565,36.4363,9.1,,2.1,,CAGLAYAN-GOKSUN
2023.02.08,17:28:48,37.2535,36.7907,8.2,,2.9,2.8,SEKEROBA-TURKOGLU
2023.02.08,17:31:38,37.2595,36.907,5.0,,2.5,,NAIMLER-NURDAGI
2023.02.08,17:33:22,38.1073,36.1775,3.3,,2.5,,AVCIPINARI-SAIMBEYLI
2023.02.08,17:34:37,37.3308,37.0577,5.0,,3.0,3.1,EMIROGLU-PAZARCIK
2023.02.08,17:39:22,38.0993,36.6685,5.5,,2.8,,KARAOMER-GOKSUN
2023.02.08,17:40:42,38.1003,37.5245,5.4,,3.1,,SUNNETKOY-ELBISTAN
2023.02.08,17:42:21,38.0713,36.6113,5.6,,4.3,4.2,HACIOMER-GOKSUN
2023.02.08,17:48:01,37.8252,36.107,5.3,,2.3,,DEGIRMENCIUSAGI-SAIMBEYLI
2023.02.08,17:48:12,38.2518,36.6208,5.0,,2.2,,ESENKOY-GOKSUN
2023.02.08,17:49:10,38.089,36.8915,5.4,,2.3,,ERICEK-GOKSUN
2023.02.08,17:53:08,37.8667,36.693,6.2,,3.3,,SAHINKAYASI-(KAHRAMANMARAS)
2023.02.08,17:55:50,38.112,38.5327,4.7,,4.3,4.3,GECITLI-SINCIK
2023.02.08,17:57:46,37.2992,37.0463,5.6,,2.6,,CENNETPINARI-PAZARCIK
2023.02.08,18:00:05,38.1215,37.2422,23.9,,2.6,,AKPINAR-EKINOZU
2023.02.08,18:02:05,37.3392,36.8715,5.0,,3.4,3.3,HACIBEBEK-TURKOGLU
2023.02.08,18:04:42,38.0442,37.0373,4.2,,4.2,4.2,KABAKTEPE-EKINOZU
2023.02.08,18:07:23,38.5378,37.7563,89.0,,2.5,,UZUNHASAN-DARENDE
2023.02.08,18:09:13,38.1603,37.826,5.3,,2.7,,POLAT-DOGANSEHIR
2023.02.08,18:11:13,38.124,38.2637,9.7,,3.5,3.6,ALTINTAS-CELIKHAN
2023.02.08,18:12:28,37.0623,36.613,5.0,,3.9,,HANAGZI-ISLAHIYE
2023.02.08,18:23:04,37.5818,38.0587,10.4,,2.8,,DORTYOL-BESNI
2023.02.08,18:25:58,39.0198,40.8068,1.1,,2.5,,COBANTASI-(BINGOL)
2023.02.08,18:28:32,38.1505,38.3392,3.9,,2.9,,ORTAKOY-YESILYURT
2023.02.08,18:40:34,37.2265,36.9587,17.3,,2.7,,SATIRHUYUK-NURDAGI
2023.02.08,18:42:47,37.0452,36.6278,10.8,,3.2,3.1,ISLAHIYE
2023.02.08,18:49:57,37.8438,36.6138,5.0,,4.3,4.2,CEVREPINAR-(KAHRAMANMARAS)
2023.02.08,18:54:02,37.1287,36.729,9.7,,3.6,,KARABURCLU-NURDAGI
2023.02.08,18:56:50,37.3195,37.072,5.0,,3.1,,EMIROGLU-PAZARCIK
2023.02.08,18:58:10,37.9735,36.7187,5.0,,2.3,,CAMLICA-(KAHRAMANMARAS)
2023.02.08,19:00:10,38.0905,36.4015,10.0,,2.3,,SOGUKPINAR-GOKSUN
2023.02.08,19:01:04,38.1488,38.6115,2.1,,2.9,,TEKEDERESI-PUTURGE
2023.02.08,19:03:58,37.8777,36.6877,8.1,,3.3,,SAHINKAYASI-(KAHRAMANMARAS)
2023.02.08,19:10:35,38.1062,36.4693,5.0,,3.4,3.3,MAHMUTBEY-GOKSUN
2023.02.08,19:15:05,37.5517,37.3363,14.3,,2.9,,SAHINTEPE-PAZARCIK
2023.02.08,19:18:17,38.0045,37.5052,5.0,,2.8,,TATLAR-NURHAK
2023.02.08,19:29:07,37.7405,37.3993,16.8,,2.7,,BOZLAR-CAGLAYANCERIT
2023.02.08,19:40:33,37.8388,36.5992,16.5,,3.2,,CEVREPINAR-(KAHRAMANMARAS)
2023.02.08,19:44:28,37.9705,38.2473,5.2,,2.7,,MESTAN-(ADIYAMAN)
2023.02.08,19:55:39,38.0998,37.2143,7.3,,4.2,,AKPINAR-EKINOZU
2023.02.08,19:59:20,37.1002,36.741,10.9,,3.5,,ELBISTANHUYUGU-ISLAHIYE
2023.02.08,20:01:12,38.0867,37.1747,8.3,,3.1,,EKINOZU
2023.02.08,20:02:41,37.8952,37.7112,19.8,,3.1,3.4,KARABAHSILI-GOLBASI
2023.02.08,20:03:58,37.8707,36.7213,8.5,,2.9,,SAHINKAYASI-(KAHRAMANMARAS)
2023.02.08,20:06:37,38.8098,37.3608,5.0,,3.6,,YUVA-GURUN
2023.02.08,20:07:52,38.129,37.8665,14.1,,2.9,,YOLKURU-DOGANSEHIR
2023.02.08,20:12:52,38.0937,37.4007,9.7,,2.7,,AGCASAR-NURHAK
2023.02.08,20:15:20,37.8558,37.6523,16.4,,2.9,,MEYDANKOY-GOLBASI
2023.02.08,20:19:43,38.0823,37.7218,2.0,,2.5,,SOGUT-DOGANSEHIR
2023.02.08,20:20:57,38.0328,37.5375,8.5,,2.6,,TATLAR-NURHAK
2023.02.08,20:23:46,36.0463,36.082,16.6,,3.3,,KARACURUN-YAYLADAGI
2023.02.08,20:31:51,37.9775,38.1188,14.9,,2.7,,KURUCAOVA-DOGANSEHIR
2023.02.08,20:35:34,38.122,37.099,12.3,,2.9,,ORTAOREN-EKINOZU
2023.02.08,20:37:47,39.2243,38.7945,3.2,,2.6,,AVCI-KEMALIYE
2023.02.08,20:40:20,38.0788,36.562,5.0,,2.9,,YAGMURLU-GOKSUN
2023.02.08,20:42:08,38.1578,38.6733,25.7,,2.7,,ESENLIK-PUTURGE
2023.02.08,20:43:00,38.4572,39.5253,11.2,,2.8,,ISIKTEPE-MADEN
2023.02.08,20:44:47,37.7953,36.7048,19.2,,2.9,,SUCATI-(KAHRAMANMARAS)
2023.02.08,20:48:51,37.5358,37.259,6.3,,2.8,,TETIRLIK-PAZARCIK
2023.02.08,20:50:15,38.1008,36.6743,4.1,,2.6,,KARAOMER-GOKSUN
2023.02.08,20:53:27,37.9273,38.0653,5.0,,3.3,3.3,UZUNKOY-(ADIYAMAN)
2023.02.08,20:57:19,39.7515,40.6583,5.0,,4.3,,TOZLUCA-ASKALE
2023.02.08,21:00:23,38.0282,36.5473,8.9,,2.5,,YANTEPE-GOKSUN
2023.02.08,21:02:43,37.9588,37.4217,10.0,,2.8,,NURHAK
2023.02.08,21:05:30,37.3683,36.8065,7.2,,2.5,,KIZILENIS-TURKOGLU
2023.02.08,21:06:51,38.1013,37.8302,3.9,,3.5,,TOPRAKTEPE-DOGANSEHIR
2023.02.08,21:12:48,38.1488,36.9415,5.0,,3.1,3.2,SOGUCAK-AFSIN
2023.02.08,21:18:57,37.8693,36.6282,8.5,,2.6,,TEKIR-(KAHRAMANMARAS)
2023.02.08,21:24:26,38.3215,38.202,5.0,,2.4,,IKIZCE-YESILYURT
2023.02.08,21:26:12,37.32,37.0685,5.2,,3.0,,EMIROGLU-PAZARCIK
2023.02.08,21:28:47,38.0863,37.6815,30.0,,2.5,,BEGRE-DOGANSEHIR
2023.02.08,21:35:10,37.4723,37.1945,9.5,,3.9,,SOGUTLU-PAZARCIK
2023.02.08,21:40:24,38.0712,37.2852,7.4,,3.6,,GUMUSDOVEN-ELBISTAN
2023.02.08,21:42:01,38.5698,37.7133,98.0,,2.0,,UCPINAR-DARENDE
2023.02.08,21:53:22,37.9987,38.1248,5.0,,3.3,,KURUCAOVA-DOGANSEHIR
2023.02.08,21:58:14,38.0702,36.5668,4.3,,3.2,3.3,YAGMURLU-GOKSUN
2023.02.08,21:59:01,34.6332,35.5637,1.0,,4.0,,DOGU
2023.02.08,22:03:17,38.409,37.835,9.7,,2.6,,COBANUSAGI-AKCADAG
2023.02.08,22:05:17,38.0448,36.5213,1.5,,4.0,,HACIMIRZA-GOKSUN
2023.02.08,22:10:06,38.0905,37.7382,9.7,,2.8,,SOGUT-DOGANSEHIR
2023.02.08,22:12:04,38.046,36.5603,4.3,,3.1,,TEMURAGA-GOKSUN
2023.02.08,22:13:23,37.472,37.0825,6.0,,3.1,2.7,CINARLI-PAZARCIK
2023.02.08,22:15:57,38.1475,37.7385,14.4,,2.8,,CAVUSLU-DOGANSEHIR
2023.02.08,22:16:52,38.2195,37.8205,27.2,,2.4,,DEDEYAZI-DOGANSEHIR
2023.02.08,22:18:33,36.2683,35.912,24.4,,2.8,,CEYLANDERE-SAMANDAG
2023.02.08,22:20:27,37.8567,37.851,18.7,,3.4,,CANKARA-GOLBASI
2023.02.08,22:23:19,38.1187,38.5898,2.3,,3.2,,ARIKONAK-SINCIK
2023.02.08,22:34:21,38.4877,40.865,9.7,,1.5,,KARPUZLU-KULP
2023.02.08,22:40:12,37.9543,37.0155,14.7,,2.9,,DEMIRLIK-EKINOZU
2023.02.08,22:40:38,38.1747,26.1308,5.0,,2.4,,SAKIZ
2023.02.08,22:46:54,38.1238,37.2482,5.4,,2.8,,GUMUSDOVEN-ELBISTAN
2023.02.08,22:48:10,36.3162,36.1878,5.5,,4.1,,ANAYAZI-(HATAY)
2023.02.08,22:54:27,36.9318,27.3538,6.3,,2.3,,GOKOVA
2023.02.08,22:55:17,38.0482,38.0213,5.0,,2.6,,GUZELKOY-DOGANSEHIR
2023.02.08,22:55:43,38.485,40.3462,5.4,,2.0,,YAYDERE-GENC
2023.02.08,22:59:08,38.2197,36.0602,5.0,,2.5,,DEMIROLUK-TUFANBEYLI
2023.02.08,23:03:16,37.5093,36.9202,23.9,,2.9,,OSMANBEY-(KAHRAMANMARAS)
2023.02.08,23:04:53,37.5098,37.14,4.7,,3.4,,KARTAL-(KAHRAMANMARAS)
2023.02.08,23:07:02,38.7438,35.34,5.0,,3.5,,BOGAZKOPRU-KOCASINAN
2023.02.08,23:09:11,38.0463,36.5897,7.1,,3.3,,TEMURAGA-GOKSUN
2023.02.08,23:12:04,38.2552,38.1155,4.9,,4.0,,GORGU-YESILYURT
2023.02.08,23:19:08,38.028,36.6562,5.4,,3.0,,AHMETCIK-GOKSUN
2023.02.08,23:20:50,37.2902,36.7163,2.4,,3.4,,KALEDIBI-TURKOGLU
2023.02.08,23:24:13,38.2827,38.1915,5.0,,2.7,,IKIZCE-YESILYURT
2023.02.08,23:25:33,37.8037,37.6808,14.5,,2.4,,AKCAKAYA-GOLBASI
2023.02.08,23:26:44,38.121,37.8777,10.7,,2.6,,YOLKURU-DOGANSEHIR
2023.02.08,23:30:10,38.119,36.3048,6.6,,2.1,,CUKURKISLA-TUFANBEYLI
2023.02.08,23:32:30,38.0203,36.1335,6.4,,2.3,,SAIMBEYLI
2023.02.08,23:38:33,38.285,36.037,15.8,,2.6,,DEMIROLUK-TUFANBEYLI
2023.02.08,23:39:51,37.3727,36.4985,28.1,,2.8,,KUSCU-DUZICI
2023.02.08,23:40:17,37.9157,36.3598,26.7,,3.2,3.1,YOGUNOLUK-GOKSUN
2023.02.08,23:40:58,38.0343,36.5127,10.8,,2.8,,HACIMIRZA-GOKSUN
2023.02.08,23:46:32,38.094,36.7118,28.4,,1.8,,FINDIK-GOKSUN
2023.02.08,23:49:44,38.307,37.3672,5.4,,2.2,,TURKOREN-ELBISTAN
2023.02.08,23:51:05,38.0823,37.3045,7.6,,2.5,,OZCANLI-ELBISTAN
2023.02.08,23:55:34,38.0533,37.6245,5.0,,3.3,3.3,GOVDELI-DOGANSEHIR
2023.02.08,23:58:00,38.6298,37.4128,30.0,,3.5,,TEPECIK-GURUN
2023.02.09,00:00:25,38.3008,37.2815,5.0,,3.0,,BUYUKYAPALAK-ELBISTAN
2023.02.09,00:02:18,37.879,36.3252,13.0,,2.6,,PAYAMBURNU-GOKSUN
2023.02.09,00:10:39,38.1788,37.9447,5.0,,3.1,,YUVALI-DOGANSEHIR
2023.02.09,00:11:29,37.0813,36.6087,7.4,,3.2,3.0,TURKBAHCE-ISLAHIYE
2023.02.09,00:13:39,38.021,36.462,5.4,,2.5,,YIRICEK-GOKSUN
2023.02.09,00:15:07,38.1557,37.903,3.6,,3.2,3.4,POLATDERESI-DOGANSEHIR
2023.02.09,00:17:28,37.9807,36.7077,5.5,,2.8,,CAMLICA-(KAHRAMANMARAS)
2023.02.09,00:19:06,38.1713,37.9465,5.3,,2.6,,YUVALI-DOGANSEHIR
2023.02.09,00:35:54,37.5275,37.2425,5.3,,3.4,3.2,CICEKALANI-PAZARCIK
2023.02.09,00:38:57,37.4318,36.8803,6.0,,3.0,2.8,CAKALLICULLU-TURKOGLU
2023.02.09,00:42:36,38.1867,38.8137,5.9,,3.1,,TASMIS-PUTURGE
2023.02.09,00:43:02,37.1265,36.7357,6.1,,2.6,,KARABURCLU-NURDAGI
2023.02.09,00:45:26,37.5963,36.3263,7.7,,3.0,2.8,YESILYURT-ANDIRIN
2023.02.09,00:46:27,38.7128,43.381,17.6,,2.2,,HIDIRKOY-(VAN)
2023.02.09,00:47:31,37.8822,36.2542,5.4,,2.9,,TOPALLAR-SAIMBEYLI
2023.02.09,00:48:59,38.2417,37.9103,5.0,,2.4,,OREN-AKCADAG
2023.02.09,00:54:08,38.0163,36.8575,5.5,,2.8,,KINIKKOZ-GOKSUN
2023.02.09,00:55:17,38.0195,36.4398,5.0,,2.6,,YIRICEK-GOKSUN
2023.02.09,00:59:41,37.1282,36.7355,6.7,,2.5,,KARABURCLU-NURDAGI
2023.02.09,01:06:03,37.2403,36.832,9.5,,3.6,,KIRISKAL-NURDAGI
2023.02.09,01:08:31,38.0402,36.5257,9.8,,3.3,3.1,HACIMIRZA-GOKSUN
2023.02.09,01:12:42,38.0242,36.3043,27.1,,2.8,,KAZANDERE-GOKSUN
2023.02.09,01:14:09,38.3833,37.2288,5.3,,2.6,,HACIHASANLI-ELBISTAN
2023.02.09,01:16:09,38.1878,37.9433,5.4,,3.0,,YUVALI-DOGANSEHIR
2023.02.09,01:19:38,38.0733,38.0823,5.0,,2.9,,YALINKAYA-YESILYURT
2023.02.09,01:25:39,38.092,36.4227,8.0,,2.6,,MEHMETBEY-GOKSUN
2023.02.09,01:26:27,38.0573,36.453,2.2,,2.7,,CAGLAYAN-GOKSUN
2023.02.09,01:28:20,39.5467,27.4417,14.4,,1.8,,KARACEPIS-IVRINDI
2023.02.09,01:30:38,40.6618,30.4298,5.9,,2.4,,DEGIRMENDERE-ERENLER
2023.02.09,01:30:55,36.725,36.3987,6.5,,2.8,,ZEYTINOBA-HASSA
2023.02.09,01:36:14,37.1898,36.956,14.2,,2.5,,SAKCAGOZE-NURDAGI
2023.02.09,01:36:49,38.302,38.053,5.0,,3.9,4.0,KARAPINAR-AKCADAG
2023.02.09,01:40:09,37.9105,36.3505,4.3,,2.8,,BUYUKCAMURLU-GOKSUN
2023.02.09,01:41:43,38.5602,41.1413,16.5,,3.1,,KAYACIK-KULP
2023.02.09,01:47:23,39.2518,40.336,3.8,,1.8,,ESME-KIGI
2023.02.09,01:48:02,38.0355,36.422,5.0,,3.1,,ACIELMA-GOKSUN
2023.02.09,01:49:49,37.6965,38.1057,8.8,,2.5,,BORGENEK-(ADIYAMAN)
2023.02.09,01:52:27,38.5788,37.989,23.6,,2.5,,IRIAGAC-YAZIHAN
2023.02.09,01:55:01,37.0275,36.8402,3.4,,1.8,,KIRKPINAR-NURDAGI
2023.02.09,01:56:42,38.2132,37.7915,5.0,,2.6,,DEDEYAZI-DOGANSEHIR
2023.02.09,01:57:52,37.354,37.1972,8.7,,2.2,,AKCAKOYUNLU-PAZARCIK
2023.02.09,02:01:28,38.1165,36.574,5.0,,3.4,,CAMDERE-GOKSUN
2023.02.09,02:03:38,39.2545,40.2765,5.0,,2.3,,DALLICA-KIGI
2023.02.09,02:07:03,38.4522,36.8012,8.1,,2.4,,DAGLICA-AFSIN
2023.02.09,02:08:55,37.4837,37.1425,13.1,,2.2,,DOGANLIKARAHASAN-PAZARCIK
2023.02.09,02:10:03,38.2152,36.6873,5.0,,2.7,,BUYUKKIZILCIK-GOKSUN
2023.02.09,02:11:06,39.0183,40.2355,12.6,,1.6,,UGUROVA-(BINGOL)
2023.02.09,02:12:03,37.614,32.9718,9.6,,2.7,,UCHUYUKLER-CUMRA
2023.02.09,02:12:28,37.5457,32.9917,13.3,,2.6,,TASAGIL-CUMRA
2023.02.09,02:14:28,37.2692,36.863,2.7,,3.6,,MINEHUYUK-TURKOGLU
2023.02.09,02:15:40,38.017,36.6113,8.2,,3.4,,SARAYCIK-GOKSUN
2023.02.09,02:17:51,38.2275,38.5263,5.4,,2.7,,GULUMUSAGI-(MALATYA)
2023.02.09,02:20:55,37.9898,36.6322,5.0,,3.4,3.4,ELMALI-GOKSUN
2023.02.09,02:23:01,38.0927,36.6562,16.8,,2.6,,KARAOMER-GOKSUN
2023.02.09,02:25:14,37.0572,36.3728,6.6,,3.7,,KARATAS-(OSMANIYE)
2023.02.09,02:26:28,38.045,36.527,5.4,,3.4,,HACIMIRZA-GOKSUN
2023.02.09,02:27:29,37.8313,36.0607,6.9,,3.2,,HIMMETLI-SAIMBEYLI
2023.02.09,02:37:39,37.7985,36.5768,1.3,,2.6,,KAYNAR-(KAHRAMANMARAS)
2023.02.09,02:39:59,38.5405,40.3822,10.6,,3.7,3.8,KALEDIBI-HANI
2023.02.09,02:41:19,38.0475,36.5507,5.0,,2.7,,YANTEPE-GOKSUN
2023.02.09,02:43:20,38.6962,37.4928,26.1,,2.8,,KAVAKKOY-DARENDE
2023.02.09,02:46:24,37.7902,37.1637,18.4,,2.8,,KALE-CAGLAYANCERIT
2023.02.09,02:47:08,36.7083,36.3862,5.0,,3.7,3.7,GUVENC-HASSA
2023.02.09,02:52:45,38.0965,36.6798,4.3,,2.8,,KARAOMER-GOKSUN
2023.02.09,02:53:39,38.0745,37.3222,5.0,,3.0,,AGCASAR-NURHAK
2023.02.09,02:57:13,38.114,36.4473,5.0,,2.3,,TAHIRBEY-GOKSUN
2023.02.09,02:58:40,37.1603,36.97,11.8,,3.1,2.9,IKIZKUYU-NURDAGI
2023.02.09,03:00:49,37.2348,36.7288,5.0,,3.1,,DEDELER-TURKOGLU
2023.02.09,03:08:51,36.3137,36.093,5.4,,3.4,3.6,GULDEREN-(HATAY)
2023.02.09,03:10:31,38.2187,39.8122,7.5,,2.9,,KOMURTAS-ERGANI
2023.02.09,03:14:26,38.0302,36.369,7.6,,2.4,,SOGUKPINAR-GOKSUN
2023.02.09,03:16:02,38.0632,36.5633,1.6,,2.5,,YAGMURLU-GOKSUN
2023.02.09,03:18:02,36.5732,36.2465,10.0,,3.7,,GUZELKOY-ISKENDERUN
2023.02.09,03:19:47,37.336,37.0408,14.9,,2.3,,EMIROGLU-PAZARCIK
2023.02.09,03:21:04,37.5422,37.1987,8.2,,2.4,,KUZUCAK-(KAHRAMANMARAS)
2023.02.09,03:22:58,37.8888,36.6992,6.6,,3.3,3.0,SAHINKAYASI-(KAHRAMANMARAS)
2023.02.09,03:32:14,38.4535,39.213,6.1,,4.0,4.0,ALINCIK-SIVRICE
2023.02.09,03:35:03,37.9742,38.1927,5.5,,3.2,,KAVAK-(ADIYAMAN)
2023.02.09,03:36:33,36.3815,36.3,10.3,,3.2,,GULOVA-KUMLU
2023.02.09,03:41:19,37.4002,36.9195,10.9,,2.3,,TAHTALIDEDELER-TURKOGLU
2023.02.09,03:46:13,40.6627,30.454,6.8,,2.3,,DEGIRMENDERE-ERENLER
2023.02.09,03:49:26,38.3507,37.3378,6.6,,2.0,,INCECIK-ELBISTAN
2023.02.09,03:51:27,38.1132,37.9457,6.4,,3.5,,SATIROBASI-DOGANSEHIR
2023.02.09,03:59:35,39.217,40.2155,8.5,,3.4,3.4,ZEYNELLI-YAYLADERE
2023.02.09,04:00:23,37.7833,30.1278,12.0,,1.6,,ILYAS-(BURDUR)
2023.02.09,04:04:55,38.057,36.4912,5.0,,2.9,,HACIMIRZA-GOKSUN
2023.02.09,04:06:43,38.2265,38.2242,6.4,,3.0,3.0,KADIRUSAGI-YESILYURT
2023.02.09,04:08:46,38.046,36.5338,4.9,,3.4,3.2,ORTATEPE-GOKSUN
2023.02.09,04:14:18,37.9945,37.471,26.2,,3.0,,NURHAK
2023.02.09,04:18:29,37.2762,36.8462,11.8,,2.5,,MINEHUYUK-TURKOGLU
2023.02.09,04:20:47,38.0657,36.5578,8.3,,2.8,,YAGMURLU-GOKSUN
2023.02.09,04:21:44,38.0485,36.519,5.2,,3.7,3.6,HACIMIRZA-GOKSUN
2023.02.09,04:27:17,38.0862,36.6107,5.0,,2.7,,YAGMURLU-GOKSUN
2023.02.09,04:28:20,38.42,36.9757,19.9,,2.4,,BUGET-AFSIN
2023.02.09,04:30:35,37.8815,36.0415,6.9,,2.9,,HIMMETLI-SAIMBEYLI
2023.02.09,04:33:07,37.962,37.4735,1.4,,3.1,,NURHAK
2023.02.09,04:34:05,38.5217,26.8848,8.2,,1.4,,IZMIR
2023.02.09,04:38:13,38.5078,40.3828,2.5,,4.5,4.3,KALEDIBI-HANI
2023.02.09,04:44:17,37.898,37.7098,5.0,,4.4,4.4,KARABAHSILI-GOLBASI
2023.02.09,04:54:12,37.0745,36.496,21.8,,2.3,,KARAYIGIT-HASANBEYLI
2023.02.09,04:55:37,38.7877,37.4313,7.1,,2.9,,YUVA-GURUN
2023.02.09,05:02:12,38.0005,36.5458,5.0,,3.5,,ASLANBEYCIFTLIGI-GOKSUN
2023.02.09,05:05:04,38.1263,37.724,4.9,,2.8,,ARMUTALAN-ELBISTAN
2023.02.09,05:08:19,37.9908,36.6098,8.6,,3.4,3.2,ELMALI-GOKSUN
2023.02.09,05:09:23,37.4058,36.952,4.1,,2.9,,PINARHUYUK-TURKOGLU
2023.02.09,05:13:28,38.0128,36.6722,5.0,,2.7,,KIZILOZ-GOKSUN
2023.02.09,05:20:53,37.4278,37.1023,5.0,,3.0,,DENIZLI-PAZARCIK
2023.02.09,05:24:05,37.3482,36.8972,10.6,,2.5,,HACIBEBEK-TURKOGLU
2023.02.09,05:28:56,38.0857,36.7418,7.6,,2.5,,FINDIK-GOKSUN
2023.02.09,05:29:30,38.1628,37.773,5.0,,3.2,3.4,CAVUSLU-DOGANSEHIR
2023.02.09,05:33:16,37.4813,37.1328,6.6,,2.9,,DOGANLIKARAHASAN-PAZARCIK
2023.02.09,05:42:59,36.2143,35.7435,9.7,,2.9,,KALE-ARSUZ
2023.02.09,05:43:50,37.9933,36.5965,5.3,,2.9,,KARAAHMET-GOKSUN
2023.02.09,05:46:32,38.065,37.2077,7.3,,3.0,2.9,EKINOZU
2023.02.09,05:54:36,37.2987,36.8303,2.8,,2.9,,MINEHUYUK-TURKOGLU
2023.02.09,06:01:40,37.86,37.8498,22.7,,3.0,3.0,CANKARA-GOLBASI
2023.02.09,06:04:14,38.2733,38.238,5.0,,3.1,3.3,GUNDUZBEY-YESILYURT
